Θユら戳,坝珇腹,戳る(秅),Θユ丁,Θユ基,Θユ计秖(B+S),る基,环る基,秨絃栋膙基 
20180817,MTX    ,201809     ,150422,10652,2,-,-, 
20180817,MTX    ,201809     ,150422,10651,4,-,-, 
20180817,MTX    ,201809     ,150423,10652,4,-,-, 
20180817,MTX    ,201809     ,150423,10652,2,-,-, 
20180817,MTX    ,201809     ,150426,10652,2,-,-, 
20180817,MTX    ,201809     ,150426,10652,2,-,-, 
20180817,MTX    ,201809     ,150431,10652,2,-,-, 
20180817,MTX    ,201809     ,150432,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,4,-,-, 
20180817,MTX    ,201809     ,150433,10651,4,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150433,10651,2,-,-, 
20180817,MTX    ,201809     ,150434,10652,2,-,-, 
20180817,MTX    ,201809     ,150434,10652,4,-,-, 
20180817,MTX    ,201809     ,150436,10652,2,-,-, 
20180817,MTX    ,201809     ,150438,10651,2,-,-, 
20180817,MTX    ,201809     ,150438,10651,2,-,-, 
20180817,MTX    ,201809     ,150440,10652,4,-,-, 
20180817,MTX    ,201809     ,150442,10652,2,-,-, 
20180817,MTX    ,201809     ,150442,10651,2,-,-, 
20180817,MTX    ,201809     ,150442,10651,2,-,-, 
20180817,MTX    ,201809     ,150442,10651,2,-,-, 
20180817,MTX    ,201809     ,150443,10652,2,-,-, 
20180817,MTX    ,201809     ,150444,10652,2,-,-, 
20180817,MTX    ,201809     ,150444,10652,2,-,-, 
20180817,MTX    ,201809     ,150445,10652,2,-,-, 
20180817,MTX    ,201809     ,150446,10651,2,-,-, 
20180817,MTX    ,201809     ,150446,10652,2,-,-, 
20180817,MTX    ,201809     ,150447,10652,2,-,-, 
20180817,MTX    ,201809     ,150447,10652,2,-,-, 
20180817,MTX    ,201809     ,150450,10651,2,-,-, 
20180817,MTX    ,201809     ,150450,10651,2,-,-, 
20180817,MTX    ,201809     ,150451,10651,2,-,-, 
20180817,MTX    ,201809     ,150451,10651,2,-,-, 
20180817,MTX    ,201809     ,150451,10651,2,-,-, 
20180817,MTX    ,201809     ,150451,10650,6,-,-, 
20180817,MTX    ,201809     ,150453,10651,2,-,-, 
20180817,MTX    ,201809     ,150459,10651,2,-,-, 
20180817,MTX    ,201809     ,150500,10651,2,-,-, 
20180817,MTX    ,201809     ,150500,10651,2,-,-, 
20180817,MTX    ,201809     ,150500,10651,2,-,-, 
20180817,MTX    ,201809     ,150504,10651,2,-,-, 
20180817,MTX    ,201809     ,150504,10651,2,-,-, 
20180817,MTX    ,201809     ,150505,10651,2,-,-, 
20180817,MTX    ,201809     ,150507,10651,2,-,-, 
20180817,MTX    ,201809     ,150509,10651,2,-,-, 
20180817,MTX    ,201809     ,150509,10651,2,-,-, 
20180817,MTX    ,201809     ,150509,10651,4,-,-, 
20180817,MTX    ,201809     ,150513,10651,8,-,-, 
20180817,MTX    ,201809     ,150515,10651,2,-,-, 
20180817,MTX    ,201809     ,150518,10652,2,-,-, 
20180817,MTX    ,201809     ,150518,10651,6,-,-, 
20180817,MTX    ,201809     ,150518,10651,2,-,-, 
20180817,MTX    ,201809     ,150519,10651,2,-,-, 
20180817,MTX    ,201809     ,150520,10652,2,-,-, 
20180817,MTX    ,201809     ,150530,10652,2,-,-, 
20180817,MTX    ,201809     ,150531,10652,2,-,-, 
20180817,MTX    ,201809     ,150531,10652,2,-,-, 
20180817,MTX    ,201809     ,150532,10651,2,-,-, 
20180817,MTX    ,201809     ,150532,10651,4,-,-, 
20180817,MTX    ,201809     ,150532,10651,2,-,-, 
20180817,MTX    ,201809     ,150532,10652,2,-,-, 
20180817,MTX    ,201809     ,150533,10652,2,-,-, 
20180817,MTX    ,201809     ,150533,10652,2,-,-, 
20180817,MTX    ,201809     ,150534,10652,2,-,-, 
20180817,MTX    ,201809     ,150535,10652,2,-,-, 
20180817,MTX    ,201809     ,150535,10652,2,-,-, 
20180817,MTX    ,201809     ,150536,10652,2,-,-, 
20180817,MTX    ,201809     ,150536,10651,2,-,-, 
20180817,MTX    ,201809     ,150537,10652,2,-,-, 
20180817,MTX    ,201809     ,150537,10652,2,-,-, 
20180817,MTX    ,201809     ,150540,10652,2,-,-, 
20180817,MTX    ,201809     ,150541,10652,2,-,-, 
20180817,MTX    ,201809     ,150541,10652,2,-,-, 
20180817,MTX    ,201809     ,150542,10652,2,-,-, 
20180817,MTX    ,201809     ,150543,10652,2,-,-, 
20180817,MTX    ,201809     ,150543,10652,8,-,-, 
20180817,MTX    ,201809     ,150543,10652,10,-,-, 
20180817,MTX    ,201809     ,150543,10652,8,-,-, 
20180817,MTX    ,201809     ,150544,10652,2,-,-, 
20180817,MTX    ,201809     ,150546,10652,8,-,-, 
20180817,MTX    ,201809     ,150550,10652,4,-,-, 
20180817,MTX    ,201809     ,150552,10653,2,-,-, 
20180817,MTX    ,201809     ,150556,10652,2,-,-, 
20180817,MTX    ,201809     ,150559,10653,4,-,-, 
20180817,MTX    ,201809     ,150559,10653,8,-,-, 
20180817,MTX    ,201809     ,150559,10653,6,-,-, 
20180817,MTX    ,201809     ,150600,10654,2,-,-, 
20180817,MTX    ,201809     ,150603,10654,2,-,-, 
20180817,MTX    ,201809     ,150607,10654,2,-,-, 
20180817,MTX    ,201809     ,150608,10654,2,-,-, 
20180817,MTX    ,201809     ,150609,10654,2,-,-, 
20180817,MTX    ,201809     ,150609,10654,2,-,-, 
20180817,MTX    ,201809     ,150612,10653,2,-,-, 
20180817,MTX    ,201809     ,150613,10653,2,-,-, 
20180817,MTX    ,201809     ,150615,10653,2,-,-, 
20180817,MTX    ,201809     ,150621,10653,2,-,-, 
20180817,MTX    ,201809     ,150622,10654,2,-,-, 
20180817,MTX    ,201809     ,150622,10653,2,-,-, 
20180817,MTX    ,201809     ,150622,10653,2,-,-, 
20180817,MTX    ,201809     ,150623,10653,2,-,-, 
20180817,MTX    ,201809     ,150623,10653,4,-,-, 
20180817,MTX    ,201809     ,150623,10653,2,-,-, 
20180817,MTX    ,201809     ,150623,10654,2,-,-, 
20180817,MTX    ,201809     ,150624,10654,2,-,-, 
20180817,MTX    ,201809     ,150624,10653,2,-,-, 
20180817,MTX    ,201809     ,150625,10654,2,-,-, 
20180817,MTX    ,201809     ,150626,10654,2,-,-, 
20180817,MTX    ,201809     ,150627,10654,2,-,-, 
20180817,MTX    ,201809     ,150627,10654,2,-,-, 
20180817,MTX    ,201809     ,150628,10654,2,-,-, 
20180817,MTX    ,201809     ,150629,10654,2,-,-, 
20180817,MTX    ,201809     ,150629,10654,2,-,-, 
20180817,MTX    ,201809     ,150631,10654,2,-,-, 
20180817,MTX    ,201809     ,150632,10653,2,-,-, 
20180817,MTX    ,201809     ,150633,10654,12,-,-, 
20180817,MTX    ,201809     ,150634,10654,2,-,-, 
20180817,MTX    ,201809     ,150635,10653,2,-,-, 
20180817,MTX    ,201809     ,150635,10654,2,-,-, 
20180817,MTX    ,201809     ,150636,10654,2,-,-, 
20180817,MTX    ,201809     ,150637,10654,2,-,-, 
20180817,MTX    ,201809     ,150639,10653,2,-,-, 
20180817,MTX    ,201809     ,150641,10654,2,-,-, 
20180817,MTX    ,201809     ,150641,10654,42,-,-, 
20180817,MTX    ,201809     ,150643,10654,2,-,-, 
20180817,MTX    ,201809     ,150644,10655,2,-,-, 
20180817,MTX    ,201809     ,150647,10655,2,-,-, 
20180817,MTX    ,201809     ,150647,10654,8,-,-, 
20180817,MTX    ,201809     ,150649,10655,2,-,-, 
20180817,MTX    ,201809     ,150650,10655,2,-,-, 
20180817,MTX    ,201809     ,150651,10655,2,-,-, 
20180817,MTX    ,201809     ,150651,10655,20,-,-, 
20180817,MTX    ,201809     ,150652,10655,4,-,-, 
20180817,MTX    ,201809     ,150652,10656,2,-,-, 
20180817,MTX    ,201809     ,150652,10656,2,-,-, 
20180817,MTX    ,201809     ,150654,10656,4,-,-, 
20180817,MTX    ,201809     ,150655,10656,2,-,-, 
20180817,MTX    ,201809     ,150657,10656,2,-,-, 
20180817,MTX    ,201809     ,150657,10656,10,-,-, 
20180817,MTX    ,201809     ,150658,10656,2,-,-, 
20180817,MTX    ,201809     ,150659,10657,2,-,-, 
20180817,MTX    ,201809     ,150700,10657,2,-,-, 
20180817,MTX    ,201809     ,150701,10657,2,-,-, 
20180817,MTX    ,201809     ,150701,10657,2,-,-, 
20180817,MTX    ,201809     ,150702,10657,2,-,-, 
20180817,MTX    ,201809     ,150702,10657,2,-,-, 
20180817,MTX    ,201809     ,150702,10657,2,-,-, 
20180817,MTX    ,201809     ,150703,10657,2,-,-, 
20180817,MTX    ,201809     ,150703,10655,2,-,-, 
20180817,MTX    ,201809     ,150704,10657,2,-,-, 
20180817,MTX    ,201809     ,150704,10657,2,-,-, 
20180817,MTX    ,201809     ,150705,10657,4,-,-, 
20180817,MTX    ,201809     ,150705,10657,2,-,-, 
20180817,MTX    ,201809     ,150706,10655,2,-,-, 
20180817,MTX    ,201809     ,150706,10657,2,-,-, 
20180817,MTX    ,201809     ,150707,10657,2,-,-, 
20180817,MTX    ,201809     ,150709,10657,2,-,-, 
20180817,MTX    ,201809     ,150709,10655,2,-,-, 
20180817,MTX    ,201809     ,150712,10656,2,-,-, 
20180817,MTX    ,201809     ,150713,10657,2,-,-, 
20180817,MTX    ,201809     ,150713,10657,2,-,-, 
20180817,MTX    ,201809     ,150714,10657,2,-,-, 
20180817,MTX    ,201809     ,150716,10657,2,-,-, 
20180817,MTX    ,201809     ,150718,10657,2,-,-, 
20180817,MTX    ,201809     ,150719,10657,2,-,-, 
20180817,MTX    ,201809     ,150719,10657,2,-,-, 
20180817,MTX    ,201809     ,150719,10656,2,-,-, 
20180817,MTX    ,201809     ,150719,10656,2,-,-, 
20180817,MTX    ,201809     ,150719,10657,2,-,-, 
20180817,MTX    ,201809     ,150720,10657,2,-,-, 
20180817,MTX    ,201809     ,150721,10657,4,-,-, 
20180817,MTX    ,201809     ,150722,10657,2,-,-, 
20180817,MTX    ,201809     ,150723,10657,4,-,-, 
20180817,MTX    ,201809     ,150723,10657,2,-,-, 
20180817,MTX    ,201809     ,150725,10657,2,-,-, 
20180817,MTX    ,201809     ,150725,10658,18,-,-, 
20180817,MTX    ,201809     ,150725,10658,2,-,-, 
20180817,MTX    ,201809     ,150726,10658,2,-,-, 
20180817,MTX    ,201809     ,150730,10658,4,-,-, 
20180817,MTX    ,201809     ,150731,10658,2,-,-, 
20180817,MTX    ,201809     ,150731,10658,2,-,-, 
20180817,MTX    ,201809     ,150736,10658,2,-,-, 
20180817,MTX    ,201809     ,150737,10658,12,-,-, 
20180817,MTX    ,201809     ,150738,10658,2,-,-, 
20180817,MTX    ,201809     ,150738,10658,2,-,-, 
20180817,MTX    ,201809     ,150740,10658,2,-,-, 
20180817,MTX    ,201809     ,150741,10658,2,-,-, 
20180817,MTX    ,201809     ,150741,10658,2,-,-, 
20180817,MTX    ,201809     ,150742,10658,4,-,-, 
20180817,MTX    ,201809     ,150744,10658,2,-,-, 
20180817,MTX    ,201809     ,150748,10658,2,-,-, 
20180817,MTX    ,201809     ,150749,10658,4,-,-, 
20180817,MTX    ,201809     ,150753,10658,4,-,-, 
20180817,MTX    ,201809     ,150758,10658,2,-,-, 
20180817,MTX    ,201809     ,150758,10658,2,-,-, 
20180817,MTX    ,201809     ,150759,10658,2,-,-, 
20180817,MTX    ,201809     ,150802,10657,2,-,-, 
20180817,MTX    ,201809     ,150804,10658,8,-,-, 
20180817,MTX    ,201809     ,150805,10657,2,-,-, 
20180817,MTX    ,201809     ,150809,10658,2,-,-, 
20180817,MTX    ,201809     ,150810,10658,8,-,-, 
20180817,MTX    ,201809     ,150815,10657,2,-,-, 
20180817,MTX    ,201809     ,150817,10658,2,-,-, 
20180817,MTX    ,201809     ,150817,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,4,-,-, 
20180817,MTX    ,201809     ,150819,10657,4,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10657,12,-,-, 
20180817,MTX    ,201809     ,150819,10657,2,-,-, 
20180817,MTX    ,201809     ,150819,10656,4,-,-, 
20180817,MTX    ,201809     ,150819,10656,4,-,-, 
20180817,MTX    ,201809     ,150819,10656,2,-,-, 
20180817,MTX    ,201809     ,150819,10656,2,-,-, 
20180817,MTX    ,201809     ,150820,10655,2,-,-, 
20180817,MTX    ,201809     ,150821,10656,2,-,-, 
20180817,MTX    ,201809     ,150822,10655,4,-,-, 
20180817,MTX    ,201809     ,150822,10655,2,-,-, 
20180817,MTX    ,201809     ,150822,10655,2,-,-, 
20180817,MTX    ,201809     ,150822,10655,2,-,-, 
20180817,MTX    ,201809     ,150822,10655,2,-,-, 
20180817,MTX    ,201809     ,150829,10654,2,-,-, 
20180817,MTX    ,201809     ,150829,10654,2,-,-, 
20180817,MTX    ,201809     ,150833,10654,2,-,-, 
20180817,MTX    ,201809     ,150839,10654,4,-,-, 
20180817,MTX    ,201809     ,150840,10654,4,-,-, 
20180817,MTX    ,201809     ,150842,10654,2,-,-, 
20180817,MTX    ,201809     ,150846,10655,2,-,-, 
20180817,MTX    ,201809     ,150849,10654,2,-,-, 
20180817,MTX    ,201809     ,150851,10654,2,-,-, 
20180817,MTX    ,201809     ,150854,10655,2,-,-, 
20180817,MTX    ,201809     ,150855,10654,2,-,-, 
20180817,MTX    ,201809     ,150855,10655,4,-,-, 
20180817,MTX    ,201809     ,150902,10655,2,-,-, 
20180817,MTX    ,201809     ,150904,10654,2,-,-, 
20180817,MTX    ,201809     ,150904,10654,2,-,-, 
20180817,MTX    ,201809     ,150904,10654,2,-,-, 
20180817,MTX    ,201809     ,150905,10653,2,-,-, 
20180817,MTX    ,201809     ,150907,10654,2,-,-, 
20180817,MTX    ,201809     ,150915,10654,6,-,-, 
20180817,MTX    ,201809     ,150915,10655,2,-,-, 
20180817,MTX    ,201809     ,150919,10654,2,-,-, 
20180817,MTX    ,201809     ,150919,10655,2,-,-, 
20180817,MTX    ,201809     ,150927,10654,2,-,-, 
20180817,MTX    ,201809     ,150930,10655,8,-,-, 
20180817,MTX    ,201809     ,150931,10654,4,-,-, 
20180817,MTX    ,201809     ,150932,10654,2,-,-, 
20180817,MTX    ,201809     ,150945,10654,2,-,-, 
20180817,MTX    ,201809     ,150945,10653,2,-,-, 
20180817,MTX    ,201809     ,150952,10653,2,-,-, 
20180817,MTX    ,201809     ,150954,10653,2,-,-, 
20180817,MTX    ,201809     ,150954,10653,2,-,-, 
20180817,MTX    ,201809     ,150954,10653,2,-,-, 
20180817,MTX    ,201809     ,151003,10654,2,-,-, 
20180817,MTX    ,201809     ,151006,10654,2,-,-, 
20180817,MTX    ,201809     ,151017,10653,2,-,-, 
20180817,MTX    ,201809     ,151020,10653,2,-,-, 
20180817,MTX    ,201809     ,151020,10653,2,-,-, 
20180817,MTX    ,201809     ,151020,10653,2,-,-, 
20180817,MTX    ,201809     ,151020,10653,2,-,-, 
20180817,MTX    ,201809     ,151020,10653,2,-,-, 
20180817,MTX    ,201809     ,151020,10653,2,-,-, 
20180817,MTX    ,201809     ,151020,10653,6,-,-, 
20180817,MTX    ,201809     ,151020,10653,4,-,-, 
20180817,MTX    ,201809     ,151020,10653,2,-,-, 
20180817,MTX    ,201809     ,151020,10653,2,-,-, 
20180817,MTX    ,201809     ,151020,10653,2,-,-, 
20180817,MTX    ,201809     ,151023,10653,2,-,-, 
20180817,MTX    ,201809     ,151024,10652,2,-,-, 
20180817,MTX    ,201809     ,151025,10652,2,-,-, 
20180817,MTX    ,201809     ,151027,10653,2,-,-, 
20180817,MTX    ,201809     ,151031,10652,2,-,-, 
20180817,MTX    ,201809     ,151038,10653,2,-,-, 
20180817,MTX    ,201809     ,151042,10652,2,-,-, 
20180817,MTX    ,201809     ,151042,10652,2,-,-, 
20180817,MTX    ,201809     ,151043,10652,2,-,-, 
20180817,MTX    ,201809     ,151043,10652,2,-,-, 
20180817,MTX    ,201809     ,151043,10652,2,-,-, 
20180817,MTX    ,201809     ,151043,10652,2,-,-, 
20180817,MTX    ,201809     ,151044,10653,2,-,-, 
20180817,MTX    ,201809     ,151046,10652,2,-,-, 
20180817,MTX    ,201809     ,151046,10652,2,-,-, 
20180817,MTX    ,201809     ,151048,10652,2,-,-, 
20180817,MTX    ,201809     ,151050,10652,2,-,-, 
20180817,MTX    ,201809     ,151051,10651,2,-,-, 
20180817,MTX    ,201809     ,151051,10652,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,20,-,-, 
20180817,MTX    ,201809     ,151109,10651,10,-,-, 
20180817,MTX    ,201809     ,151109,10651,8,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151109,10651,2,-,-, 
20180817,MTX    ,201809     ,151115,10650,6,-,-, 
20180817,MTX    ,201809     ,151115,10650,2,-,-, 
20180817,MTX    ,201809     ,151115,10650,2,-,-, 
20180817,MTX    ,201809     ,151116,10651,2,-,-, 
20180817,MTX    ,201809     ,151117,10650,2,-,-, 
20180817,MTX    ,201809     ,151120,10650,2,-,-, 
20180817,MTX    ,201809     ,151123,10651,2,-,-, 
20180817,MTX    ,201809     ,151124,10650,2,-,-, 
20180817,MTX    ,201809     ,151125,10651,2,-,-, 
20180817,MTX    ,201809     ,151128,10651,2,-,-, 
20180817,MTX    ,201809     ,151129,10651,2,-,-, 
20180817,MTX    ,201809     ,151130,10650,2,-,-, 
20180817,MTX    ,201809     ,151130,10650,2,-,-, 
20180817,MTX    ,201809     ,151130,10650,2,-,-, 
20180817,MTX    ,201809     ,151130,10650,2,-,-, 
20180817,MTX    ,201809     ,151131,10651,2,-,-, 
20180817,MTX    ,201809     ,151131,10650,4,-,-, 
20180817,MTX    ,201809     ,151131,10650,2,-,-, 
20180817,MTX    ,201809     ,151131,10650,2,-,-, 
20180817,MTX    ,201809     ,151132,10650,2,-,-, 
20180817,MTX    ,201809     ,151132,10650,2,-,-, 
20180817,MTX    ,201809     ,151132,10650,2,-,-, 
20180817,MTX    ,201809     ,151132,10650,2,-,-, 
20180817,MTX    ,201809     ,151135,10651,2,-,-, 
20180817,MTX    ,201809     ,151135,10650,2,-,-, 
20180817,MTX    ,201809     ,151138,10650,2,-,-, 
20180817,MTX    ,201809     ,151138,10650,2,-,-, 
20180817,MTX    ,201809     ,151138,10650,2,-,-, 
20180817,MTX    ,201809     ,151138,10650,2,-,-, 
20180817,MTX    ,201809     ,151139,10650,6,-,-, 
20180817,MTX    ,201809     ,151146,10650,2,-,-, 
20180817,MTX    ,201809     ,151146,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,4,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,8,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151147,10650,2,-,-, 
20180817,MTX    ,201809     ,151148,10650,2,-,-, 
20180817,MTX    ,201809     ,151148,10650,2,-,-, 
20180817,MTX    ,201809     ,151148,10650,2,-,-, 
20180817,MTX    ,201809     ,151149,10650,2,-,-, 
20180817,MTX    ,201809     ,151150,10650,2,-,-, 
20180817,MTX    ,201809     ,151151,10650,2,-,-, 
20180817,MTX    ,201809     ,151151,10650,2,-,-, 
20180817,MTX    ,201809     ,151151,10650,4,-,-, 
20180817,MTX    ,201809     ,151151,10650,2,-,-, 
20180817,MTX    ,201809     ,151151,10650,2,-,-, 
20180817,MTX    ,201809     ,151151,10650,8,-,-, 
20180817,MTX    ,201809     ,151151,10650,2,-,-, 
20180817,MTX    ,201809     ,151151,10650,2,-,-, 
20180817,MTX    ,201809     ,151151,10650,8,-,-, 
20180817,MTX    ,201809     ,151151,10650,2,-,-, 
20180817,MTX    ,201809     ,151151,10650,2,-,-, 
20180817,MTX    ,201809     ,151151,10650,2,-,-, 
